ccode,period,Year,rgdpo,hc,inv_share,Penn_GDP_PPP,Penn_GDP_PPP_log,pop_log,GDP_pc_growth,pop_growth,KOF_econ,KOF_defacto,KOF_dejure,KOF_trade,KOF_trade_df,KOF_trade_dj,KOF_finance,KOF_finance_df,KOF_finance_dj,inflation,Trade_to_GDP,EXP_to_GDP,IMP_to_GDP,population,Exports_USD_current,Exports_USD_constant,Imports_USD_current,Imports_USD_constant,TOI,CTS,Lietal,Alcala,KAOPEN,chinn_ito_normed,LMF_FDI_total_stocks,LMF_open,LMF_EQ,LMF_FDI_total_stocks_GDP,LMF_open_gdp,LMF_EQ_gdp,UNC_FDI_in_stock_GDP,UNC_FDI_out_stock_GDP,UNC_FDI_total_stocks_GDP,FTI_panel,FTI_original,FTI_reduced,Tariff_RES,Tariff_WITS,HF_econ,HF_fin,HF_trade,FTI_original_ipo,FTI_reduced_ipo,Tariff_WITS_ipo,LMF_open_pv,FIN_CUR,CAPITAL,first_year,initial_GDP_pc
COG,"(2000,2005]",2003,9134.95751953125,1.99812939167023,11.4363721013069,2.58449067961354,0.931054103411659,1.25475256523516,1.7854780184614,2.84185674393734,53.0843391418457,76.2446746826172,29.9240104675293,51.6432723999024,78.4231536865234,24.8633869171143,54.5254150390625,74.0661972045898,34.984635925293,1.86543216928789,138.616419102604,80.8873567747799,57.7290623278237,3413697,3263288762.40845,7690781606.44609,2291656793.22941,3250470272.92359,18.7600965481977,8.7835208347075,0.580852152704839,628491.589085164,-1.21001923084259,0.265725812315941,913,7269.6,51.6,0.213658900747398,1.86337363912813,0.0131099513371871,59.66964,1.028096,60.697736,4.878,4.81,4.62,85.5307678222656,,45.88,30,43.72,4.81,4.62,84.1639423211539,174.421363814,,,2001,2.26844155346993
COG,"(2005,2010]",2008,15692.69765625,2.01916337013245,31.9499841332436,3.79708032816526,1.31650685410383,1.41350770444109,-14.9480146945426,3.30648853663379,54.5892295837402,77.1622543334961,32.0162117004395,55.2477584838867,82.6521286010742,27.8433902740479,53.9307075500488,71.6723861694336,36.189030456543,3.79155401660289,132.885445822665,78.6756610702778,54.2097847523865,4010373.6,7797555843.95229,8498914491.10296,5304983880.71549,5351891761.67792,15.5655825824612,13.9756825505721,0.728194588546472,902650.197851066,-1.21001923084259,0.265725812315941,8997,18309.4,109.8,0.878773320978184,1.84427441153053,0.0116484732202029,63.552498,0.335954,63.888452,5,5,4.726,,84.41428509625,44.42,27,53.96,5,4.726,84.3983595253077,129.29570616,,,2006,3.85668867011867
COG,"(2010,2015]",2013,24274.791015625,2.03077578544617,49.1827642917633,5.13633050937998,1.61973787714005,1.55810202255568,0.601139622332302,2.5998294883979,51.0342933654785,71.1235694885254,30.945015335083,54.6828514099121,84.0219665527344,25.3437351226807,47.3857391357422,58.2251823425293,36.5462951660156,3.09652569686714,148.1425763373,77.9705952149442,70.1719811223561,4624174.4,10220592473.0367,10659458431.2462,8820894982.35052,7265670227.84349,13.4490213160607,13.3710165899466,0.645778282652492,772597.960143234,-1.21001923084259,0.265725812315941,19384.8,30043.6,113.2,1.57278107826727,2.41773168703653,0.00903393103878918,72.396358,0.167525,56.3202275,5.074,5.074,4.39,,84.143959205,43.46,22,60.08,5.074,4.39,84.15667047875,180.750263225,,,2011,5.97555572476028
COL,"(1990,1995]",1993,259181.09375,1.99069042205811,22.6869544386864,7.15310239103607,1.96619474667558,3.58840135848727,2.50379943345232,1.76953014021044,33.2762142181397,31.5723300933838,34.9800994873047,26.1181953430176,20.0457862854004,32.190604019165,40.4342361450195,43.0988746643066,37.7695945739746,24.7129277756955,34.946749730247,16.0659387214127,18.8808110088344,35090519.6,10965677679.3293,21826955619.5878,13503574120.31,20020165028.2418,6.77121122542788,18.6679724651963,0.266645338580449,81220.8713532085,-1.63393850326538,0.166290324926376,7206,44333.2,813.6,0.0881710181679333,0.550004752464567,0.0095102729463029,5.898938,0.809818,6.708756,7.57,6.89,6.48,88.5400009155273,89.8244974485,64.5,70,65,6.89,6.48,89.6407887108,58.680053712,73.75,52.5,1991,6.64997624420955
COL,"(1995,2000]",1998,283752.7125,2.1125020980835,18.0029410123825,7.23902903042694,1.97852138737539,3.66922561911923,-1.99360050579562,1.52270482491078,38.6513633728027,29.8760749816895,47.4266410827637,34.2073623657227,17.848556137085,50.5661674499512,43.0953544616699,41.9035926818848,44.2871162414551,15.6073762063875,35.2732926224015,15.8620149494902,19.4112776729113,38358787,15416165683.8758,28287656740.2997,19008623788.4048,26410661546.4379,6.58383132166298,17.4370966867035,0.257799031476671,105628.561077913,-1.21001923084259,0.265725812315941,16804.4,73590.4,1790,0.14767854487636,0.653841793663859,0.0156107701446109,12.807192,2.061818,14.86901,7.32,7,7.03,90.3557693481445,88.931226515,64.96,70,62.8,6.956,6.81,88.931226515,65.198242188,87.5,87.5,1996,7.54211661679029
COL,"(2000,2005]",2003,300121.825,2.22781367301941,17.9755848646164,7.11597421279775,1.96150558459294,3.74092226372575,1.9476985930529,1.37786091561779,41.7995513916016,34.5464218139648,49.0526870727539,36.792546081543,20.4214450836182,53.1636428833008,46.8065628051758,48.6713973999024,44.9417304992676,6.48101035871298,35.3598633652672,16.1142055438863,19.245657821381,41467774.8,17932278455.8421,35136795227.3604,21397638608.6212,28194045183.4974,6.31136715313118,16.2287744129784,0.262963538201932,120827.616416204,-0.782472139596939,0.366012254357338,28043.8,97749,2746.6,0.247009471943234,0.885754484317163,0.0228451473293628,20.451048,4.248758,24.699806,6.83,6.546,6.8,90.6438674926758,89.1455585304,62.96,66,65.96,6.546,6.8,89.1455585304,76.166093446,89.0625,65.625,2001,6.86157689648494
COL,"(2005,2010]",2008,426986.5375,2.33983511924744,21.0358798503876,9.49930482549118,2.24769557869181,3.80406312658486,6.63686648171394,1.18077121016943,44.8281814575195,37.1705017089844,52.485856628418,37.5563110351563,21.7877479553223,53.3248733520508,52.1000473022461,52.5532531738281,51.6468444824219,4.6616739671387,37.1275257546511,17.0353723752016,20.0921533794495,44233228.4,38278186981.9653,46044365315.4396,44783926316.9668,46720197630.8341,6.05324323401543,20.8810779562692,0.274053610413233,182705.740177845,0.100116741657256,0.573034358024598,81356,192571.2,11665.8,0.356235681357554,0.848106384956692,0.0501561046947129,28.82429,6.817808,35.642098,6.842,6.84,6.78,,89.7615517385,62.06,55,70.58,6.84,6.78,89.7615517385,72.321306612,,,2006,8.28710935673614
COL,"(2010,2015]",2013,584885.8375,2.46114544868469,21.1994859576225,12.3535561422754,2.51356754582465,3.85705889767946,3.26293060664292,0.981898242600572,49.8302398681641,40.4906455993652,59.1698348999023,45.0771430969238,24.5268146514893,65.6274711608887,54.5833381652832,56.454476928711,52.712198638916,3.298213338617,38.4519664163904,17.7033903545683,20.748576061822,46545418,62555921106.9299,56294754268.2555,72815510544.8074,72517014844.3703,5.86626424867519,28.4663032477969,0.292425749534758,233126.614025321,-0.141151502728462,0.516441917419434,164530.8,375619.4,30987.6,0.475095089173072,1.08322391773988,0.0882882320629716,36.38936,11.206762,47.596122,7.198,7.198,6.75,,93.7448653951,69.6,71,75.52,7.198,6.75,93.7448653951,83.43215561,,,2011,11.7831288952838
CRI,"(1995,2000]",1998,33771.485546875,2.39614114761353,17.0355015993118,8.96121014636112,2.1920415440147,1.32505542576769,1.24490004349359,2.23198743225939,63.4827102661133,60.099568939209,66.865845489502,64.839682006836,69.9099449157715,59.7694190979004,62.1257316589356,50.2891944885254,73.9622695922852,12.69169319667,87.96634468,42.4128063404936,45.5535383395064,3800600,5689908610.43,7204716545.21982,6096565655.86345,8321710500.00995,10.5153110640866,15.3161981858095,0.479825431606515,305499.884612494,0.832802253961562,0.744894790649414,1952.4,10591.6,80.8,0.130484974755032,0.732754157168671,0.00522611938208277,13.058004,0.451108,13.509112,8.59,8.63,7.45,94.0699996948242,93.4060192106,66.68,70,65.52,8.63,7.45,93.4060192106,61.154684448,87.5,100,1996,8.43213716009645
CRI,"(2000,2005]",2003,40580.0234375,2.49763126373291,18.9562892913818,9.8325147466543,2.28497475426349,1.41663421031543,2.34712030900002,1.57863263249759,65.5910278320313,61.5424766540527,69.6395767211914,64.3309814453125,65.5663131713867,63.0956428527832,66.85107421875,57.5186370849609,76.183512878418,11.1966996522923,84.1818502612889,41.3958459666902,42.7860042945986,4161941.8,7313014256.39356,9146925990.66069,7564696951.5819,9591037468.50641,9.79796152680574,17.0918738935682,0.518056339948052,376284.521398486,1.14036655426025,0.817037796974182,5888.2,16686.2,478.2,0.316885516347258,0.903554697460693,0.0253432059398517,28.763204,1.89845,30.661654,8.234,8.208,7.04,95.9830612182617,95.786032815,66.92,70,74.04,8.208,7.04,95.786032815,72.707844542,92.1875,100,2001,9.58013755794783
CRI,"(2005,2010]",2008,50811.05,2.53097290992737,20.4899165034294,11.4633607167248,2.43782380661637,1.4878286545578,2.80288858998465,1.35357002998724,65.8177833557129,61.2917327880859,70.3438354492188,67.285969543457,66.507706451416,68.0642318725586,64.3495979309082,56.0757583618164,72.6234375,9.55157001079557,80.5010424258927,38.2769518716718,42.2240905542209,4462256.6,11142704101.3498,11872238704.5647,12283445565.7444,12364108632.7268,9.30119035558363,14.5269951545323,0.510732589788942,470266.489970143,1.14036655426025,0.817037796974182,14692,32302.2,409.4,0.492450697691642,1.09063608981866,0.0152035523078943,42.557398,3.059552,45.61695,8.232,8.234,7.386,,96.5068297854,65.28,70,81.18,8.234,7.386,96.5068297854,86.46040802,,,2006,10.5745148228303
CRI,"(2010,2015]",2013,62067.40703125,2.58503794670105,18.4144479036331,13.1838926782081,2.57828586238902,1.54856490013085,2.87540357094937,1.12322087820917,64.0888603210449,55.4138603210449,72.7638610839844,62.7974044799805,55.9173797607422,69.6774261474609,65.3803207397461,54.9103462219238,75.8502975463867,3.98521990520137,66.5555649637745,31.8878229679014,34.6677419958731,4741278.6,15524290090.5567,14467195587.3397,16839284562.6743,15986427765.452,8.90458162616778,12.6461055970517,0.433877722660128,533737.617980317,2.10543956756591,1.04340755939484,30663.8,63048,199,0.630985567103976,1.29791873394657,0.00413629393755164,49.295312,4.738338,54.03365,8.102,8.102,7.208,,96.976824943875,67.28,70,84.6,8.102,7.208,96.9231048848,87.1333427425,,,2011,12.6955425098516
DZA,"(2000,2005]",2003,294200.134375,1.93036124706268,30.4529541730881,9.05896294377481,2.19951584209463,3.47866860263682,4.95346429446054,1.30631680379539,41.3035636901856,40.6024642944336,42.0046676635742,42.840828704834,34.967106628418,50.7145469665527,39.7663047790527,46.2378219604492,33.2947883605957,3.05149821991707,63.7893225487892,39.5404722354894,24.2488503132998,32282533.4,29817044810.5508,65841039881.2356,17906108434.3547,28483015273.1314,8.45327522424538,53.5381125296731,0.332268503979367,210684.124519992,-1.21001923084259,0.265725812315941,7278.6,70218,58.8,0.100108005963547,0.967601371844933,0.00066041293087978,8.665486,0.539764,9.20525,5.51,5.612,6.052,83.8486068725586,87.23371730125,57.46,62,55.88,5.612,6.052,87.4958275205,43.902838514,,,2001,8.15163693174591
DZA,"(2005,2010]",2008,412795.0875,2.00805246829987,30.1097804307938,11.8207746170186,2.4687376743403,3.55233286369316,3.59386345791791,1.63142454034698,44.8827011108398,42.5952049255371,47.1702003479004,51.6041999816895,44.0145698547363,59.193830871582,38.1612052917481,41.1758392333984,35.1465721130371,4.09944157550144,72.1083130512384,43.5332881903622,28.5750248608762,34769983.6,62639307917.4664,66973795373.2491,41660740380.3861,42523444404.2277,7.44621513624715,56.9389276380022,0.37794068476232,250814.334603764,-1.21001923084259,0.265725812315941,16361.6,160596.2,155.4,0.113087931298198,1.10829656588479,0.00105327706965276,10.11538,0.718618,10.833998,5.964,5.964,6.642,,89.398024434125,56.16,47,67.02,5.964,6.642,89.39783675662,13.6278059012,,,2006,11.4460593652304
DZA,"(2010,2015]",2013,497778.4875,2.14930806159973,31.3399767875671,12.993538218998,2.56372921813315,3.6461412034785,-0.831620152828192,1.97762355501207,40.3515640258789,38.9423812866211,41.7607475280762,45.5891838073731,39.7274787902832,51.450887298584,35.1139457702637,38.1572853088379,32.0706073760986,4.87425509065558,63.6658565904403,32.4556807415519,31.2101758488884,38167435,65487025948.8878,56583470162.5528,61927755414.0288,59825357146.6679,6.82412128082496,48.6776550437375,0.418520257992464,269953.00631284,-1.21001923084259,0.265725812315941,27290.4,217997.6,521.4,0.136892912155918,1.08561313191316,0.0026167625118027,12.554768,0.942226,13.496994,4.914,4.91,5.598,,89.70812798775,50.54,26,67,4.91,5.598,89.57161204878,14.5622899525,,,2011,13.1813957931734
EGY,"(1990,1995]",1993,186915.225,1.76962113380432,8.32784429192543,3.03654302309692,1.09583480374379,4.1146318302968,12.2585154890915,2.08306541018796,54.2629013061524,56.9052017211914,51.6206024169922,45.283073425293,51.5713821411133,38.9947624206543,63.2427322387695,62.2390213012695,64.2464408874512,13.8744446132416,55.7911595986506,25.3643161039939,30.4268434946567,59880371.8,11893843750.1436,12240056453.4466,14280876243.2595,18577701169.3768,6.29450918184874,40.1772856481311,0.413173523031135,146659.001789091,-1.43401484489441,0.213184881210327,13443.2,82019.4,0.6,0.260041280780061,1.58665342417901,9.4846664558963e-06,25.472696,0.532928,26.005624,5.8,6.02,3.79,74.8899993896484,82.94769057,45.7,50,25,6.02,3.79,82.94769057,111.415597536,72.5,50,1991,2.40703072897618
EGY,"(1995,2000]",1998,317100.9375,1.90747852325439,11.8694773316383,4.70248629753639,1.54788907122016,4.21029133415351,4.43331057593173,1.8548194253597,54.9658210754395,45.4730117797852,64.4586326599121,43.5500717163086,43.4754127502441,43.6247299194336,66.381575012207,47.4706153869629,85.2925308227539,4.2897178859216,41.9987760561159,17.4117840369829,24.5869920191329,66208264,14478991279.8589,14349400441.0273,20596529461.3755,22023518527.7212,5.3149386590585,28.3655872808907,0.344581185636599,111624.410270437,1.12756856679916,0.814035856723785,18050.6,88471.2,1347.8,0.20640219299392,1.02638817841338,0.0144961820389915,20.5051,0.62207,21.12717,6.16,6.7,4.75,75.8199996948242,84.10995273,54.4,50,44.48,6.428,4.366,84.222223108,59.485612488,100,87.5,1996,4.59381540644426
EGY,"(2000,2005]",2003,385575.71875,2.07578401565552,12.9595756530762,5.20623487003206,1.64921188118018,4.30360163484246,2.61089976113973,1.87537557148465,54.5150665283203,47.7132072448731,61.3169311523438,50.421411895752,51.4512504577637,49.3915687561035,58.6087280273438,43.9751625061035,73.2422973632813,5.13095768374556,49.5499373079189,23.2331762918133,26.3167610161056,72831888.6,20140622768.1075,21277606496.8296,22902802283.6401,28367329539.9979,4.55754676211208,33.2425812185669,0.373253137109482,118100.113778048,2.10543956756591,1.04340755939484,23784,96844.6,2896.6,0.263083938110154,1.07171122849542,0.0319932294126972,27.20781,0.927276,28.135086,5.6,5.956,4.992,84.2575500488282,85.6655128923,54.44,50,55.08,5.956,4.992,85.6655128923,66.441593936,93.75,87.5,2001,5.00639732763687
EGY,"(2005,2010]",2008,610995.09375,2.27295761108398,13.6074455082417,7.51047416095851,2.00499279694785,4.39466443424102,10.0895895902531,1.82353728275929,59.2726989746094,53.8069061279297,64.7384910583496,58.4572746276856,58.2761138916016,58.6384368896484,60.0881233215332,49.3376991271973,70.8385467529297,11.6618021780776,60.5533659641726,27.909721192054,32.6436447721186,79727580.2,43871160983.3581,46099673852.1684,52038387930.3383,58883778006.0161,4.09141976962307,49.845240931837,0.446020116579828,166466.797513305,2.19292566776275,1.06392849683762,61109.6,168327.8,3369.2,0.361691929404674,1.02829411713874,0.0213105817224516,36.056786,1.887906,37.944692,6.386,6.384,5.714,,90.6455456205,56.62,50,63.64,6.384,5.714,90.6455456205,64.152329254,,,2006,5.92919062248553
EGY,"(2010,2015]",2013,947916.8625,2.47704038619995,9.3124695122242,10.5498532590923,2.35604406188343,4.4973434002246,3.26803842706574,2.17670332175038,45.9719482421875,39.8228324890137,52.1210655212402,48.8906600952149,41.7224151611328,56.0589027404785,43.0532417297363,37.9232536315918,48.1832305908203,9.42005800067703,39.6213144488484,16.2820433613217,23.3392710875267,88444666.2,46168354080.4666,45578285713.8166,66988976380.7436,68948116812.9372,4.0233695284678,26.0661306705647,0.330494290234216,122396.416848494,-0.359927034378051,0.465125420689583,90420.4,175522.8,2693.4,0.314042991718603,0.612422611479523,0.00952443971030178,29.844178,2.363014,32.207192,6.092,6.09,5.158,,91.0029175015,55.98,55,72.64,6.09,5.158,91.0029175015,48.132284165,,,2011,10.459656813869
GTM,"(1995,2000]",1998,52070.4578125,1.62234213352203,11.8829123675823,4.66656399320383,1.53926471346334,2.41013880464865,2.75489060109842,2.25496338996022,38.5062522888184,29.6344928741455,47.3780075073242,31.2630229949951,27.3241500854492,35.2018955230713,45.7494781494141,31.9448352813721,59.5541191101074,7.61889362392225,44.3749477673798,18.6275580928622,25.7473896745175,11141151,3377472214.2027,8171204958.12321,4684918022.76424,10176363703.9155,8.30730633488384,6.67182683352053,0.348737290536106,153931.531874193,1.14036655426025,0.817037796974182,3805.8,11860.2,28.8,0.23131669166447,0.723472395973743,0.00169685958951765,17.6157,0.315834,17.931534,7.91,7.87,7,92.1,93.4255287263333,65.14,50,69.16,7.87,7,93.26737669515,52.478675082,86.25,100,1996,4.35389487082723
GTM,"(2000,2005]",2003,66690.2578125,1.62982444763184,15.626417696476,5.3285280800259,1.67276590098246,2.52561483496021,2.11130072538368,2.33878177266727,49.8324844360352,40.2002044677734,59.4647697448731,48.1951843261719,40.8092147827148,55.5811508178711,51.4697883605957,39.5911888122559,63.3483901977539,7.54185065870921,67.3325662694723,26.4620505508228,40.8705157186495,12505445,5934192625.26354,8761844298.07735,9207806584.30641,13294264502.4181,7.05571223592476,10.3783629852212,0.455139163422512,197340.692416359,2.34670782089233,1.1,3549.2,18150.6,21.2,0.157710958799646,0.80721688741572,0.00109920928050123,18.510634,0.747692,19.258326,7.732,7.652,6.826,94.42255859375,93.9402089256,61.76,42,73.36,7.652,6.826,93.9402089256,63.176139832,98.4375,100,2001,5.15805081487742
GTM,"(2005,2010]",2008,85255.221875,1.70729048252106,14.5630589127541,6.07898718362141,1.8042384947468,2.6392910087206,2.76730612228323,2.21587411317634,56.3094093322754,43.6054168701172,69.0134063720703,54.3101715087891,43.3672294616699,65.2531181335449,58.3086486816406,43.8436065673828,72.7736907958984,6.0913686271668,63.6125671548719,24.9992802672419,38.6132868876301,14010091.2,9129298329.29995,10167964894.0503,14007465158.0346,14760311186.4875,6.32456788985548,11.610614825857,0.481462112610925,274745.604784288,2.34670782089233,1.1,6967.8,27789.4,8,0.189975657203577,0.763492060871234,0.000221818159825562,14.206086,0.923382,15.129468,8.26,8.26,7.638,,95.5402760512,59.96,52,79.24,8.26,7.638,95.5402760512,59.431489562,,,2006,5.7308557734492
GTM,"(2010,2015]",2013,106444.625,1.82418923377991,13.3966037631035,6.8198529543927,1.91958609262494,2.74673370863588,2.12931140259664,2.10279215094552,55.0252319335938,40.3561447143555,69.6943206787109,54.4981330871582,38.9189155578613,70.0773529052735,55.5523300170898,41.7933715820312,69.3112915039063,4.02927696305761,58.3078359067003,23.9065345145313,34.4013013921689,15598214.8,13017047326.1277,12069980734.6565,18737244913.371,17663634967.9124,5.79604707802562,11.1142260325067,0.441242063699343,304456.347740553,2.34670782089233,1.1,11689.6,41967,22.2,0.212725783805702,0.763732067878703,0.000387331714679814,18.824886,0.93167,19.756556,8.196,8.196,7.566,,96.4157156903,60.88,62,84.88,8.196,7.566,96.4157156903,59.8882369975,,,2011,6.68570068640169
HKG,"(1995,2000]",1998,208070.340625,2.69882140159607,32.9698258638382,32.1939204003691,3.47093042399164,1.86582973188892,1.66386879812716,1.63653551916665,84.6571441650391,91.2002746582031,78.1140045166016,78.9777618408203,86.0043228149414,71.951203918457,90.3365173339844,96.3962326049805,84.2768020629883,1.45398004683903,233.470735412688,117.262146393151,116.208589019537,6548000,197754442910.69,197753991664.3,196012431446.563,206766578644.81,66.3328144538676,1619.66461549371,1.22739253693583,1894273.07639184,2.34670782089233,1.1,657828,1985819,126205.4,3.90275003328859,11.7840932766717,0.748093939875716,184.199374,148.570506,332.76988,9.75,9.72,9.66,100,100,89.02,90,90,9.668,9.532,100,1130.76578368,100,100,1996,32.5476512495317
HKG,"(2000,2005]",2003,276653.56875,2.92373270988464,24.5211499929428,40.7902684752182,3.703516835787,1.91380725955587,6.42291823694411,0.486577328861579,86.657243347168,90.7654495239258,82.5490447998047,82.6483413696289,84.6357498168945,80.6609252929688,90.6661544799805,96.8951461791992,84.4371627807617,-1.35267556625752,291.766071005944,150.170250346208,141.595820659735,6757180,255384735138.407,282754492207.945,240763105853.685,277015318794.827,68.4484356523672,1950.9591296492,1.51186705367011,1773030.85471276,2.34670782089233,1.1,911219.8,2211111,275896.6,5.35882048954987,13.0096233113915,1.61772646268502,235.22581,221.619302,456.845112,9.57,9.502,9.51,99.9470611572266,100,89.72,90,90,9.502,9.51,100,1230.3631592,100,100,2001,36.1397434738454
HKG,"(2005,2010]",2008,293213.54375,3.11644673347473,25.9265533089638,42.2507713461823,3.74234252638979,1.93748476662678,-2.32329235289057,0.570196573374231,88.6087493896484,91.8536651611328,85.3638336181641,86.3862609863281,85.7177627563477,87.0547637939453,90.8312362670899,97.9895721435547,83.6729049682617,2.24618857917561,370.236609242763,189.694079995835,180.542529246928,6945640,405540200539.219,425346049017.381,386183858561.852,407270277516.275,70.0469003507571,2259.10762559047,1.90042878726774,2693049.1098573,2.34670782089233,1.1,1946795,4526518.2,765325.6,9.10333253301746,21.1395988815867,3.57468594645727,430.519204,398.636408,829.155612,9.482,9.482,9.574,,100,89.58,90,93,9.482,9.574,100,2015.4752686,,,2006,42.7606581009812
HKG,"(2010,2015]",2013,325285.95,3.18320875167847,26.2649407982826,45.4945516443197,3.81399279992392,1.9673820780233,-0.94039741822221,0.61803298866892,88.2053375244141,91.5353652954102,84.8753051757813,86.2074401855469,84.9920333862305,87.4228424072266,90.2032348632813,98.0787033081055,82.3277709960938,4.21957730927863,422.085015419157,211.860011477331,210.225003941826,7184280,586794164920.258,529066249798.373,582357932660.58,523608389288.692,71.2245212424587,2898.97340726118,2.19660644690765,3463978.10031286,2.34670782089233,1.1,2893222.6,6737829.2,1097635.2,10.3695105558876,24.1926061924241,3.9388995158276,485.230858,459.397548,944.628406,9.332,9.332,9.354,,100,89.72,90,90,9.332,9.354,100,2278.99053925,,,2011,44.7888709593302
HND,"(2000,2005]",2003,23894.034765625,1.93571722507477,22.8824776411057,3.39116492859014,1.21974371928333,1.95010191039786,2.82252024331652,2.44703831981572,62.2336654663086,66.6791107177734,57.7882232666016,67.5799934387207,75.4411407470703,59.7188423156738,56.8873420715332,57.9170799255371,55.8576034545899,8.39233668042155,125.628066024825,55.1270269896773,70.5010390351482,7105886.8,4644546604.07807,6045129302.85109,5951869580.12531,8624331128.3405,11.6906132353567,8.27071334461253,0.589771812208361,299217.699834557,-0.141151502728462,0.516441917419434,2047.2,10910.6,59.2,0.24081279685115,1.29996106870289,0.00658553818233061,24.496774,6.513875,34.015315,7.582,7.428,7.154,94.3971649169922,92.9902494873,57.34,42,70.48,7.428,7.154,92.9902494873,67.56777115,,,2001,3.19387602175663
HND,"(2005,2010]",2008,29603.469921875,2.02803366184235,25.4717645049095,3.7623122369172,1.32471324783359,2.06267325287624,0.408340893938584,2.11228416797431,63.6220840454102,65.2114875793457,62.0326782226563,70.8166748046875,74.0486114501953,67.5847381591797,56.4274887084961,56.3743583679199,56.4806213378906,6.82252545087567,122.059653895173,49.2356174594421,72.8240364357304,7978403.2,6547558731.93029,7110357700.41064,9693378657.38562,10549921876.0234,10.7591929522361,8.4223518094826,0.662197599726434,407872.334683041,-0.113656803965569,0.522891137003899,5329,14271,75.4,0.391830883641228,1.06906170537061,0.00596344348847412,38.572392,6.023462,44.595854,7.676,7.674,7.482,,93.809240347875,58.48,52,77.66,7.674,7.482,93.82777570915,68.93202057,,,2006,3.75934403386557
HND,"(2010,2015]",2013,34544.36328125,2.18379850387573,22.4738264083862,3.99047958855429,1.38374128716936,2.15806066581931,1.3503198304227,1.78731088958777,60.6980834960938,66.6070266723633,54.7891410827637,71.2444091796875,73.2237396240234,69.2650741577149,50.1517608642578,59.9903137207031,40.313208770752,5.2814890394441,115.990134058402,48.5662776005882,67.4238564578134,8797677.6,9250221106.11113,8571976327.49901,12837679781.5041,11997189570.6712,10.2428388636687,8.5632400687238,0.625833097828934,483838.005844544,-1.21001923084259,0.265725812315941,10558.4,23477.6,137.6,0.555801874066822,1.23679150365659,0.00722781251595328,53.390496,6.979512,60.370008,7.504,7.504,7.238,,94.312873552,58.06,62,76.84,7.504,7.238,94.4447495116,83.96163559,,,2011,4.02624914131511
HRV,"(2000,2005]",2003,62608.165625,2.99405670166016,25.9298834204674,14.2612084553463,2.65391495191248,1.4795461265,6.00495970161091,-0.227185000824273,61.8744026184082,62.2821060180664,61.4667030334473,67.5989013671875,65.6145889282227,69.5832084655762,56.149910736084,58.9496215820313,53.3501976013184,2.51767993663655,81.7006882220998,36.5924132856155,45.1082749364844,4303992,12561481087.2121,18802778707.5697,15552659809.8441,21376655250.8123,13.6423874824439,32.0839123386689,0.543032795180375,422860.427386804,0.582653230428693,0.686219239234925,9827.2,46909,846.4,0.272988835659008,1.33936583026015,0.0244535021108695,22.389488,4.885836,27.275324,7.312,6.982,7.4,95.7594360351563,95.8240191728,52.02,50,68.8,6.982,7.4,95.8240191728,114.522276302,,,2001,12.5190263854475
HRV,"(2005,2010]",2008,83551.7015625,3.15720634460449,30.4061219096184,19.2047416162012,2.95407771530752,1.47038268944432,3.60636116903497,-0.229281928183331,69.2799606323242,68.9901031494141,69.5698226928711,73.3656112670899,66.3458015441895,80.3854248046875,65.1943092346192,71.6344055175781,58.7542152404785,3.11503211418588,79.3230785865552,36.1971384907021,43.1259400958531,4306337.8,21917643617.0069,22291981458.483,26154834455.8772,26053603227.163,12.0328848852818,30.9295654063833,0.524302367158206,596126.795844787,1.06518971920013,0.799404120445252,36542.8,113237.6,2596.2,0.603686834238251,1.86817126021961,0.0433679052038561,52.488752,7.143592,59.632344,7.592,7.592,7.71,,97.3375260408,55.08,53,85.84,7.592,7.71,97.3375260408,163.37461852,,,2006,17.6835722549154
HRV,"(2010,2015]",2013,86265.1234375,3.34971995353699,22.0837739109993,20.1740534195835,3.00417066663105,1.45305596565919,1.57040924445282,-0.430355321251152,70.2610733032227,69.6571746826172,70.8649765014648,76.2044677734375,68.5326110839844,83.8763214111328,64.317684173584,70.7817367553711,57.8536361694336,1.4443375327235,84.6055878336788,41.7008959708466,42.9046918628321,4249172.4,23594020772.7519,23359616211.6014,24308218179.1556,24056623666.4468,11.3433432022069,25.4043343049118,0.524656290452915,570705.690663996,1.06518971920013,0.799404120445252,34130.6,113435.8,2522.2,0.606925384577575,2.0151396615411,0.0451948931334764,50.32475,8.883514,59.208264,7.828,7.826,7.92,,97.1199917176667,61.04,75,87.44,7.826,7.92,97.1199917176667,169.4634552,,,2011,20.0477182142642
HUN,"(1990,1995]",1993,123332.946875,2.85032567977905,16.2115308642387,11.907181123938,2.47572360486604,2.33776400774017,0.600018466653598,-0.0536735999692262,54.4393455505371,51.0491577148438,57.8295341491699,55.6621429443359,49.9164352416992,61.4078468322754,53.2165504455567,52.181876373291,54.2512199401856,25.62220833178,60.4417075752705,28.8327296199155,31.608977955355,10354516.8,11831415232.7754,15753428559.5576,12970448476.1726,16886763584.0115,17.8479330453927,46.8741218311893,0.439269830136595,212343.59226165,-1.49263207912445,0.199435487389565,5882.8,42067,140.4,0.139018731209037,1.02837410530345,0.00325173664310941,13.91484,0.479854,14.394694,7.78,7.54,6.9,88.5000015258789,90.793827036,55.2,70,61,7.54,6.9,90.9434842473333,86.674604794,45,27.5,1991,11.1888712511217
